post_id	date	message	num_likes	num_angry	num_shares
96033897836_10158483483837837	2018-10-03T19:30:31+0000	"Experi\u00eancia para arrumar a casa e responsabilidade com o dinheiro p\u00fablico, o nosso dinheiro. O que falta nos outros candidatos comprovadamente sobra em Geraldo Alckmin, pois em S\u00e3o Paulo provou que sabe fazer. D\u00ea o play e confira!\n\nConhe\u00e7a sua hist\u00f3ria http://alckm.in/suahistoria e suas propostas para o Brasil http://alckm.in/propostas. No dia 7 de outubro, vote por um pa\u00eds com mais emprego e oportunidades. Vote #Geraldo45! \n\n#BrasilSim #EquipeGA #GeraldoPresidente #AnaAm\u00e9liaVice"	8251	1923	1692
96033897836_10158482850487837	2018-10-03T14:50:44+0000	"J\u00e1 \u00e9 hora de algu\u00e9m colocar ordem na casa. Conhe\u00e7a as propostas concretas de Geraldo Alckmin para acabar com a farra dos \u00faltimos anos no Governo Federal. \n\nNo dia 7 de outubro, vote #Geraldo45 e confirme um Brasil melhor e eficiente. Compartilhe. #BrasilSIM\n\nConhe\u00e7a todas as suas propostas para o pa\u00eds \u27a1 http://alckm.in/propostas\n\n#EquipeGA #GeraldoPresidente #AnaAm\u00e9liaVice"	1834	6	875
96033897836_10158482781292837	2018-10-03T14:20:28+0000	"O Brasil vai ter uma solu\u00e7\u00e3o melhor, longe do radicalismo. Vamos unir o pa\u00eds para a economia voltar a crescer, com gera\u00e7\u00e3o de empregos e oportunidades. A elei\u00e7\u00e3o \u00e9 s\u00f3 no domingo e as grandes viradas s\u00e3o no final. A pesquisa que vale \u00e9 a de 7 de outubro, \u00e9 voto na urna! \n\n#Geraldo45"	1603	13	277
96033897836_255877328446591	2018-10-03T10:00:02+0000	"As pesquisas indicam que vencemos Haddad e Bolsonaro no segundo turno. \n\nHora de fazer o combate tela a tela, impulsionar nossos conte\u00fados nas redes sociais, precisamos levar as propostas ao maior n\u00famero de pessoas poss\u00edvel e vencer o PT em mais uma batalha. Voc\u00ea faz parte disso!  Voc\u00ea faz parte da #Arrancada45\n\nToda doa\u00e7\u00e3o ser\u00e1 direcionada para fazer o digital ficar mais forte! Doar \u00e9 f\u00e1cil, \u00e9 seguro, pode ser feito no cart\u00e3o de cr\u00e9dito ou por boleto, e voc\u00ea recebe o recibo por e-mail.\n\nFa\u00e7a uma doa\u00e7\u00e3o agora e apoie a virada! https://juntos.geraldoalckmin.com.br\n\n#equipeGA #GeralDoGeraldo"	1174	10	491
96033897836_10158480716237837	2018-10-02T21:29:09+0000	"Sabia que Geraldo Alckmin quando foi governador zerou o imposto (ICMS) do arroz e o feij\u00e3o? \u00c9 isso mesmo que voc\u00ea leu. Esses dois itens ficaram mais baratos na cesta b\u00e1sica para que n\u00e3o faltassem na mesa de quem mais precisa.\n\nQuer um presidente que sabe cortar gastos e investir no que interessa? Compartilhe esta mensagem, divulgue no Zap e vem votar #Geraldo45 com a gente. \n\nConhe\u00e7a suas propostas para o Brasil \u27a1 http://alckm.in/propostas\n\n#EquipeGA #GeraldoPresidente #AnaAm\u00e9liaVice"	1544	6	758
96033897836_671613343209393	2018-10-02T20:10:03+0000	"Existem milhares de motivos pra voc\u00ea n\u00e3o votar no PT. Neste v\u00eddeo, a gente mostra tr\u00eas. \u00c9 o suficiente para convencer voc\u00ea a votar consciente. D\u00ea o play! \n\nEsta semana vale por 4 anos. Fa\u00e7a sua parte. V\u00e1 de #Geraldo45! \n\nCompartilhe \u27a1 45 motivos para votar em #GeraldoPresidente  http://alckm.in/45motivos #EquipeGA #AnaAm\u00e9liaVice"	652	8	350
96033897836_2145939685480513	2018-10-02T15:26:26+0000	"#Virada45 - Perus"	2133	129	403
96033897836_330885534139579	2018-10-02T13:30:00+0000	"O Brasil precisa de grandes investimentos na \u00e1rea de transportes. Geraldo Alckmin, quando foi governador, ampliou portos, fez muitas estradas e rodovias, criou milhares de empregos. E \u00e9 exatamente disso que a gente precisa: um candidato s\u00e9rio e experiente para fazer nosso pa\u00eds voltar a crescer. Assista! \n\nConhe\u00e7a o plano de governo #Geraldo45 para tornar a infraestrutura o novo setor din\u00e2mico da economia \u27a1 http://alckm.in/planoinfra\n\nVote #GeraldoPresidente! #EquipeGA"	1249	13	569
96033897836_700949920259988	2018-10-02T12:00:00+0000	"Vamos unir o pa\u00eds para evitar os extremos, recuperar a economia e retomar os empregos. Muito obrigado pelo apoio, governador Paulo Hartung! #Geraldo45"	1036	49	206
96033897836_321004205327487	2018-10-01T23:00:58+0000	"Estamos juntos, Eduardo Pinho Moreira! \u00c9 dessa uni\u00e3o que precisamos para recuperar o Brasil, com empregos e oportunidades para todos. Muito obrigado pelo apoio! \n\n#Geraldo45"	972	121	194
