post_id	date	num_likes	num_angry	num_shares
96033897836_10157029079187837	2017-07-21T20:44:30+0000	781	13	145
96033897836_10157028107932837	2017-07-21T15:34:07+0000	1652	53	582
96033897836_10157025374037837	2017-07-20T22:37:53+0000	638	12	175
96033897836_10157023748342837	2017-07-20T14:52:51+0000	1147	10	366
96033897836_10157021725377837	2017-07-20T01:28:33+0000	997	9	298
96033897836_10157020279102837	2017-07-19T18:39:48+0000	1385	36	252
96033897836_10157019763192837	2017-07-19T15:45:23+0000	1380	13	683
96033897836_10157015258657837	2017-07-18T17:01:59+0000	1558	10	553
96033897836_10157011560007837	2017-07-17T19:40:59+0000	716	6	144
96033897836_10157011115412837	2017-07-17T17:14:22+0000	809	3	162
96033897836_10157010534437837	2017-07-17T14:44:03+0000	1677	5	663
96033897836_10156998511722837	2017-07-14T22:15:33+0000	953	16	194
96033897836_10156998251167837	2017-07-14T21:25:02+0000	559	12	83
96033897836_10156996713082837	2017-07-14T17:34:37+0000	795	10	197
96033897836_10156996353732837	2017-07-14T15:36:49+0000	789	7	181
96033897836_10156991943202837	2017-07-13T21:42:58+0000	693	9	147
96033897836_10156991719967837	2017-07-13T21:02:27+0000	1054	11	139
96033897836_10156991180437837	2017-07-13T17:56:54+0000	814	9	211
96033897836_10156988162467837	2017-07-12T22:41:05+0000	12181	20	288
96033897836_10156987631432837	2017-07-12T20:36:58+0000	829	10	116
96033897836_10156987095982837	2017-07-12T18:02:55+0000	817	5	151
96033897836_10156983659157837	2017-07-11T21:02:21+0000	1643	5	498
96033897836_10156983247082837	2017-07-11T19:00:11+0000	853	15	199
96033897836_10156982477917837	2017-07-11T15:04:59+0000	703	8	142
96033897836_10156978739107837	2017-07-10T17:10:03+0000	1006	18	221
96033897836_10156974032112837	2017-07-09T15:56:40+0000	1329	16	299
96033897836_10156970822207837	2017-07-08T21:16:52+0000	727	9	104
96033897836_10156970304167837	2017-07-08T18:50:43+0000	1348	8	270
96033897836_10156969805017837	2017-07-08T16:08:01+0000	766	6	117
96033897836_10156968817672837	2017-07-08T11:00:06+0000	732	15	102
96033897836_10156967021397837	2017-07-07T22:51:13+0000	1139	8	226
96033897836_10156966307062837	2017-07-07T20:07:31+0000	1530	5	346
96033897836_10156965440982837	2017-07-07T15:30:06+0000	1487	346	687
96033897836_10156962083967837	2017-07-06T20:53:44+0000	932	12	219
96033897836_10156961077952837	2017-07-06T15:29:52+0000	1093	14	458
96033897836_10156960184112837	2017-07-06T11:17:33+0000	1465	7	278
96033897836_10156958670672837	2017-07-06T00:17:38+0000	997	11	90
96033897836_10156957563302837	2017-07-05T18:54:58+0000	932	5	188
96033897836_10156957123162837	2017-07-05T16:12:44+0000	1021	18	253
96033897836_10156952832762837	2017-07-04T17:16:12+0000	866	4	162
96033897836_10156952314967837	2017-07-04T15:01:21+0000	1569	8	319
96033897836_10156951674637837	2017-07-04T11:53:49+0000	910	6	177
96033897836_10156947444747837	2017-07-03T14:41:55+0000	1052	2	225
96033897836_10156944139312837	2017-07-02T21:17:53+0000	1180	8	214
96033897836_10156940765687837	2017-07-02T03:48:35+0000	1002	2	178
96033897836_10156938570287837	2017-07-01T17:15:28+0000	1717	4	377
96033897836_10156938427592837	2017-07-01T16:34:37+0000	1262	10	322
96033897836_10156934687542837	2017-06-30T21:32:04+0000	1416	6	262
96033897836_10156933445672837	2017-06-30T15:57:18+0000	1071	7	270
96033897836_10156928828727837	2017-06-29T16:07:05+0000	765	3	165
96033897836_10156926073052837	2017-06-29T00:20:33+0000	1423	22	108
96033897836_10156919328892837	2017-06-27T19:25:40+0000	968	2	166
96033897836_10156918572607837	2017-06-27T15:17:42+0000	1399	4	295
96033897836_10156916043537837	2017-06-26T22:21:58+0000	646	2	182
96033897836_10156915500502837	2017-06-26T20:00:19+0000	677	6	114
96033897836_10156914672992837	2017-06-26T15:27:02+0000	1141	2	179
96033897836_10156914458117837	2017-06-26T14:11:47+0000	1081	4	216
96033897836_10156911455907837	2017-06-25T18:41:37+0000	418	2	155
96033897836_10156908157062837	2017-06-24T22:13:47+0000	594	8	91
96033897836_10156906901907837	2017-06-24T16:05:12+0000	1191	3	219
96033897836_10156904284452837	2017-06-23T21:50:18+0000	1511	4	493
96033897836_10156903990047837	2017-06-23T20:28:38+0000	1237	1	299
96033897836_10156903185797837	2017-06-23T15:45:31+0000	722	2	124
96033897836_10156899842257837	2017-06-22T19:57:15+0000	743	2	135
96033897836_10156899634397837	2017-06-22T18:57:15+0000	864	2	218
96033897836_10156899089572837	2017-06-22T15:25:33+0000	2158	6	507
96033897836_10156896220777837	2017-06-21T21:10:37+0000	1269	7	283
96033897836_10156895607382837	2017-06-21T17:24:06+0000	757	0	142
96033897836_10156895290137837	2017-06-21T15:26:35+0000	873	4	184
96033897836_10156892614437837	2017-06-20T22:54:10+0000	534	1	73
96033897836_10156892539852837	2017-06-20T22:27:08+0000	973	27	75
96033897836_10156891730217837	2017-06-20T18:41:41+0000	979	2	252
96033897836_10156891367977837	2017-06-20T16:43:26+0000	618	0	102
96033897836_10156887205247837	2017-06-19T14:50:33+0000	1607	7	884
96033897836_10156879280217837	2017-06-17T14:10:16+0000	883	2	127
96033897836_10156872144457837	2017-06-15T17:02:00+0000	1516	4	141
96033897836_10156871953057837	2017-06-15T15:26:08+0000	668	3	110
96033897836_10156867633992837	2017-06-14T14:31:13+0000	381	6	71
96033897836_10156864947972837	2017-06-13T20:59:27+0000	903	5	187
96033897836_10156864116337837	2017-06-13T17:11:29+0000	1014	44	200
96033897836_10156860180742837	2017-06-12T16:12:58+0000	2409	10	661
96033897836_10156856274682837	2017-06-11T15:42:47+0000	1623	11	351
96033897836_10156855613732837	2017-06-11T12:36:50+0000	1315	15	287
96033897836_10156852718757837	2017-06-10T16:41:29+0000	1007	8	117
96033897836_10156848840407837	2017-06-09T15:58:53+0000	1595	2	451
96033897836_10156847270897837	2017-06-09T11:59:49+0000	658	4	126
96033897836_10156846121932837	2017-06-08T20:29:29+0000	288	1	40
96033897836_10156845422337837	2017-06-08T16:20:32+0000	338	1	61
96033897836_10156842627262837	2017-06-07T21:36:14+0000	1122	7	274
96033897836_10156841455892837	2017-06-07T15:25:50+0000	1096	4	228
96033897836_10156839145632837	2017-06-06T22:01:34+0000	1197	5	227
96033897836_10156834886772837	2017-06-05T20:10:42+0000	2638	7	508
96033897836_10156826399802837	2017-06-03T16:54:51+0000	1165	11	222
96033897836_10156823065442837	2017-06-02T22:26:26+0000	769	2	114
96033897836_10156822442672837	2017-06-02T19:56:16+0000	771	1	134
96033897836_10156818764447837	2017-06-01T21:20:58+0000	353	1	43
96033897836_10156818455822837	2017-06-01T20:05:34+0000	1079	5	235
96033897836_10156817655547837	2017-06-01T15:59:16+0000	681	2	99
96033897836_10156814694172837	2017-05-31T21:22:48+0000	1273	13	258
96033897836_10156813939762837	2017-05-31T17:09:23+0000	796	2	55
96033897836_10156813865342837	2017-05-31T16:43:07+0000	1008	5	171
96033897836_10156807412062837	2017-05-29T21:20:49+0000	797	3	113
96033897836_10156806435272837	2017-05-29T16:00:05+0000	1261	10	338
96033897836_10156802619057837	2017-05-28T17:30:00+0000	439	3	64
96033897836_10156802585307837	2017-05-28T16:36:24+0000	1258	2	167
96033897836_10156799370807837	2017-05-27T20:12:46+0000	625	4	73
96033897836_10156798439917837	2017-05-27T15:12:27+0000	1213	2	263
96033897836_10156795972677837	2017-05-26T22:48:21+0000	7153	3	166
96033897836_10156795450892837	2017-05-26T20:42:06+0000	1987	8	508
96033897836_10156795313302837	2017-05-26T19:47:49+0000	796	1	113
96033897836_10156794538662837	2017-05-26T16:25:00+0000	1850	6	396
96033897836_10156794248647837	2017-05-26T14:48:32+0000	772	5	138
96033897836_10156791284217837	2017-05-25T20:32:37+0000	1040	2	160
96033897836_10156790482487837	2017-05-25T16:20:57+0000	3009	10	765
96033897836_10156787706097837	2017-05-24T21:54:40+0000	353	4	28
96033897836_10156786630167837	2017-05-24T15:32:40+0000	1179	4	249
96033897836_10156783446322837	2017-05-23T19:22:43+0000	983	11	163
96033897836_10156783106142837	2017-05-23T17:20:47+0000	705	5	102
96033897836_10156779803377837	2017-05-22T19:01:42+0000	1851	3	350
96033897836_10156775687997837	2017-05-21T15:22:42+0000	2290	72	576
96033897836_10156775231642837	2017-05-21T12:47:01+0000	1963	8	340
96033897836_10156775154197837	2017-05-21T12:05:24+0000	1978	6	251
96033897836_10156773405762837	2017-05-20T22:57:15+0000	3308	15	138
96033897836_10156771962242837	2017-05-20T14:14:05+0000	4007	22	658
96033897836_10156768685537837	2017-05-19T16:16:27+0000	1781	5	739
96033897836_10156766287447837	2017-05-18T23:45:07+0000	2440	117	345
96033897836_10156762438397837	2017-05-18T00:33:14+0000	1689	15	176
96033897836_10156760459457837	2017-05-17T13:55:14+0000	867	44	212
96033897836_10156756770497837	2017-05-16T16:02:59+0000	777	15	131
96033897836_10156756079112837	2017-05-16T12:34:50+0000	1615	12	227
96033897836_10156753902732837	2017-05-15T20:34:15+0000	1002	10	106
96033897836_10156753137057837	2017-05-15T16:38:31+0000	1248	7	149
96033897836_10156752633022837	2017-05-15T13:37:24+0000	679	6	35
96033897836_10156750799237837	2017-05-14T23:47:36+0000	2594	10	233
96033897836_10156748552607837	2017-05-14T13:00:00+0000	3938	0	73
96033897836_10156742275077837	2017-05-12T17:21:55+0000	576	1	111
96033897836_10156741941747837	2017-05-12T15:08:53+0000	817	1	117
96033897836_10156741442952837	2017-05-12T12:51:46+0000	253	1	40
96033897836_10156738404552837	2017-05-11T16:28:32+0000	965	11	147
96033897836_10156735343017837	2017-05-10T18:45:20+0000	1066	4	313
96033897836_10156734712227837	2017-05-10T15:06:10+0000	1146	3	300
96033897836_10156731292907837	2017-05-09T15:37:11+0000	786	5	224
96033897836_10156727826967837	2017-05-08T16:17:43+0000	597	8	59
96033897836_10156727673447837	2017-05-08T14:58:52+0000	883	4	128
96033897836_10156718562512837	2017-05-06T16:08:55+0000	1431	13	146
96033897836_10156714730512837	2017-05-05T15:21:34+0000	2035	12	556
96033897836_10156712409997837	2017-05-04T21:54:05+0000	979	5	189
96033897836_10156704133187837	2017-05-02T16:21:49+0000	1704	4	339
96033897836_10156700644477837	2017-05-01T17:45:42+0000	1315	11	153
96033897836_10156700395447837	2017-05-01T16:14:27+0000	429	4	44
96033897836_10156697174307837	2017-04-30T18:12:03+0000	2095	6	228
96033897836_10156685687997837	2017-04-27T20:59:56+0000	492	8	225
96033897836_10156684770797837	2017-04-27T16:04:06+0000	1417	11	240
96033897836_10156681519032837	2017-04-26T19:01:33+0000	328	5	33
96033897836_10156666343012837	2017-04-22T20:32:36+0000	1342	2	71
96033897836_10156663343387837	2017-04-21T23:16:23+0000	2962	10	183
96033897836_10156662006397837	2017-04-21T17:04:35+0000	1397	3	166
96033897836_10156655046432837	2017-04-19T22:28:14+0000	741	8	86
96033897836_10156650725432837	2017-04-18T20:39:31+0000	2524	86	409
96033897836_10156646410342837	2017-04-17T18:07:27+0000	377	3	83
96033897836_10156638200347837	2017-04-15T17:45:18+0000	521	15	116
96033897836_10156630584757837	2017-04-13T22:58:22+0000	1025	45	170
96033897836_10156625045027837	2017-04-12T17:08:28+0000	1013	30	98
96033897836_10156624574302837	2017-04-12T14:32:55+0000	1143	25	161
96033897836_10156616444232837	2017-04-10T14:55:08+0000	607	8	72
96033897836_10156612237262837	2017-04-09T14:23:59+0000	1890	185	345
96033897836_10156605361637837	2017-04-07T21:13:54+0000	1194	6	133
96033897836_10156603135427837	2017-04-07T13:05:17+0000	665	11	42
96033897836_10156600493062837	2017-04-07T00:21:12+0000	1426	18	121
96033897836_10156600083322837	2017-04-06T22:24:48+0000	462	4	50
96033897836_10156598936827837	2017-04-06T18:07:00+0000	888	3	95
96033897836_10156598753307837	2017-04-06T16:15:45+0000	1379	4	185
96033897836_10156595188807837	2017-04-05T20:23:54+0000	2043	9	460
96033897836_10156591961917837	2017-04-04T23:22:24+0000	469	2	117
96033897836_10156586754382837	2017-04-03T15:30:22+0000	1865	6	278
96033897836_10156579983232837	2017-04-01T15:16:20+0000	1218	2	162
96033897836_10156577305547837	2017-03-31T20:43:08+0000	1005	2	145
96033897836_10156577005217837	2017-03-31T18:53:05+0000	716	13	139
96033897836_10156576958462837	2017-03-31T18:00:44+0000	1521	1	269
96033897836_10156574282782837	2017-03-30T21:29:56+0000	1088	12	233
96033897836_10156572606937837	2017-03-30T11:15:06+0000	1523	1	222
96033897836_10156571180897837	2017-03-29T23:10:41+0000	1661	3	220
96033897836_10156570818642837	2017-03-29T21:50:11+0000	330	2	24
96033897836_10156567061172837	2017-03-28T19:06:29+0000	1243	17	132
96033897836_10156552378147837	2017-03-24T16:31:39+0000	2039	2	291
96033897836_10156549566707837	2017-03-23T21:05:08+0000	247	0	73
96033897836_10156549287392837	2017-03-23T20:12:27+0000	1454	1	291
96033897836_10156546388492837	2017-03-23T01:00:06+0000	306	1	23
96033897836_10156545944127837	2017-03-22T21:40:00+0000	326	3	42
96033897836_10156546046942837	2017-03-22T21:04:50+0000	1939	81	83
96033897836_10156545213452837	2017-03-22T15:52:20+0000	1790	2	290
96033897836_10156542645177837	2017-03-21T23:36:27+0000	1090	0	81
96033897836_10156541995907837	2017-03-21T20:35:28+0000	236	0	42
96033897836_10156541568647837	2017-03-21T17:43:10+0000	1092	0	128
96033897836_10156539048867837	2017-03-20T23:15:00+0000	2363	7	430
96033897836_10156538876892837	2017-03-20T21:55:37+0000	1190	17	164
96033897836_10156534664467837	2017-03-19T16:03:19+0000	2138	1	295
96033897836_10156524354292837	2017-03-16T19:56:43+0000	5233	3	281
96033897836_10156523876327837	2017-03-16T17:18:42+0000	1407	2	454
96033897836_10156520470797837	2017-03-15T20:07:38+0000	1137	23	446
96033897836_10156519459132837	2017-03-15T13:40:12+0000	2756	405	4268
96033897836_10156516630712837	2017-03-14T17:48:05+0000	954	59	96
96033897836_10156515957792837	2017-03-14T13:20:32+0000	2789	160	2982
96033897836_10156513159422837	2017-03-13T18:36:18+0000	2405	3	616
96033897836_10156499984467837	2017-03-10T16:11:27+0000	2240	7	375
96033897836_10156494875702837	2017-03-09T18:34:11+0000	544	13	86
96033897836_10156490987892837	2017-03-08T23:47:01+0000	1888	3	157
96033897836_10156489921492837	2017-03-08T19:02:14+0000	1079	6	267
96033897836_10156485081747837	2017-03-07T17:35:54+0000	1523	2	388
96033897836_10156481837702837	2017-03-06T21:31:49+0000	1400	13	327
96033897836_10156477595437837	2017-03-05T22:44:41+0000	784	1	108
96033897836_10156474334932837	2017-03-04T23:22:18+0000	1270	0	156
96033897836_10156473124637837	2017-03-04T17:03:43+0000	1658	3	631
96033897836_10156469812957837	2017-03-03T21:42:21+0000	1382	1	162
96033897836_10156465359882837	2017-03-02T19:41:28+0000	1927	2	248
96033897836_10156459411152837	2017-02-28T22:36:21+0000	780	1	44
96033897836_10156455347927837	2017-02-27T15:53:45+0000	465	2	47
96033897836_10156449610672837	2017-02-25T19:08:05+0000	2361	6	260
96033897836_10156448770197837	2017-02-25T13:15:43+0000	374	0	34
96033897836_10156446468277837	2017-02-24T19:47:32+0000	3207	5	607
96033897836_10156442511117837	2017-02-23T16:39:41+0000	2358	27	527
96033897836_10156439628612837	2017-02-22T19:45:06+0000	6742	511	5591
96033897836_10156436830397837	2017-02-21T21:51:30+0000	1850	3	550
96033897836_10156433933682837	2017-02-20T23:56:14+0000	929	1	114
96033897836_10156432194567837	2017-02-20T13:01:33+0000	1776	7	242
96033897836_10156432048042837	2017-02-20T11:42:30+0000	5377	11	1051
96033897836_10156426109397837	2017-02-18T15:59:43+0000	2360	7	389
96033897836_10156418151102837	2017-02-16T21:38:13+0000	4293	9	3530
96033897836_10156416640262837	2017-02-16T14:41:47+0000	999	3	138
96033897836_10156413129702837	2017-02-15T21:37:18+0000	531	0	59
96033897836_10156406466577837	2017-02-13T23:12:15+0000	552	0	118
96033897836_10156399009247837	2017-02-11T17:03:14+0000	1291	1	76
96033897836_10156398511312837	2017-02-11T15:24:56+0000	2417	3	383
96033897836_10156391732747837	2017-02-09T15:10:48+0000	812	0	211
96033897836_10156387974892837	2017-02-08T14:33:20+0000	1008	1	79
96033897836_10156373876287837	2017-02-04T15:42:44+0000	4071	18	807
96033897836_10156370389577837	2017-02-03T15:51:31+0000	1191	2	72
96033897836_10156364685202837	2017-02-02T00:12:20+0000	5239	16	2010
96033897836_10156363587732837	2017-02-01T18:01:20+0000	4095	13	727
96033897836_10156359659997837	2017-01-31T18:05:33+0000	2501	3	400
96033897836_10156349086337837	2017-01-28T20:51:13+0000	475	2	118
96033897836_10156341060652837	2017-01-26T12:00:27+0000	1856	10	216
96033897836_10156339023002837	2017-01-25T23:21:00+0000	15314	4	298
96033897836_10156328058432837	2017-01-23T23:07:01+0000	315	2	25
96033897836_10156322239692837	2017-01-22T18:50:05+0000	1190	3	164
96033897836_10156319169677837	2017-01-22T00:11:40+0000	1847	13	62
96033897836_10156316984557837	2017-01-21T13:16:53+0000	2114	5	106
96033897836_10156307225537837	2017-01-18T21:56:56+0000	2469	9	227
96033897836_10156303308252837	2017-01-17T18:07:22+0000	513	2	64
96033897836_10156296206062837	2017-01-15T16:21:24+0000	1516	8	157
96033897836_10156296122352837	2017-01-15T15:44:42+0000	14840	189	882
96033897836_10156293471217837	2017-01-14T20:47:32+0000	1051	6	76
96033897836_10156266323927837	2017-01-07T18:56:35+0000	1072	5	84
96033897836_10156263293687837	2017-01-06T21:29:23+0000	1579	6	96
96033897836_10156238288997837	2017-01-01T01:20:24+0000	21287	103	901
96033897836_10156231994602837	2016-12-30T17:23:03+0000	3324	5	616
96033897836_10156228452117837	2016-12-29T21:12:27+0000	746	1	108
96033897836_10156223784107837	2016-12-28T18:47:01+0000	1453	1	78
96033897836_10156223689027837	2016-12-28T18:09:11+0000	1066	0	63
96033897836_10156223667377837	2016-12-28T17:27:45+0000	1530	1	197
96033897836_10156220358957837	2016-12-27T21:51:34+0000	462	0	0
96033897836_10156215703652837	2016-12-26T17:43:22+0000	2853	5	720
96033897836_10156208061367837	2016-12-24T23:15:34+0000	11016	10	498
96033897836_10156200440457837	2016-12-23T00:17:59+0000	1445	1	146
96033897836_10156200098307837	2016-12-22T22:34:32+0000	924	2	101
96033897836_10156196869107837	2016-12-22T01:01:04+0000	1253	1	209
96033897836_10156195947462837	2016-12-21T19:45:19+0000	1090	8	85
96033897836_10156192958187837	2016-12-20T21:40:33+0000	894	0	83
96033897836_10156189869072837	2016-12-20T00:33:01+0000	341	2	29
96033897836_10156189740787837	2016-12-19T23:14:43+0000	1930	1	199
96033897836_10156188946897837	2016-12-19T18:31:40+0000	1271	5	94
96033897836_10156185397432837	2016-12-18T18:35:31+0000	409	1	0
96033897836_10156184858002837	2016-12-18T15:29:53+0000	718	0	107
96033897836_10156183008092837	2016-12-18T01:07:26+0000	1233	3	79
96033897836_10156181568532837	2016-12-17T16:03:51+0000	833	4	81
96033897836_10156178642072837	2016-12-16T20:40:04+0000	520	4	67
96033897836_10156178635227837	2016-12-16T19:44:52+0000	544	6	54
96033897836_10156177858912837	2016-12-16T15:16:45+0000	1296	2	101
96033897836_10156171461467837	2016-12-15T00:48:56+0000	4730	3	112
96033897836_10156170280827837	2016-12-14T21:13:50+0000	544	2	55
96033897836_10156165345277837	2016-12-14T12:11:21+0000	785	4	71
96033897836_10156163767037837	2016-12-13T16:16:59+0000	731	1	144
96033897836_10156159706312837	2016-12-12T19:12:44+0000	11992	5	862
96033897836_10156155852237837	2016-12-11T22:55:01+0000	1180	12	130
96033897836_10156155801222837	2016-12-11T22:27:16+0000	750	9	18
96033897836_10156131669677837	2016-12-07T21:47:22+0000	1235	0	0
96033897836_10156131460242837	2016-12-07T20:58:26+0000	1016	1	100
96033897836_10156129980127837	2016-12-07T14:41:29+0000	599	1	69
96033897836_10156123949922837	2016-12-06T02:17:59+0000	508	0	63
96033897836_10156123572007837	2016-12-05T23:26:05+0000	651	1	59
96033897836_10156119969062837	2016-12-05T00:01:54+0000	177	0	0
96033897836_10156111070907837	2016-12-02T16:01:31+0000	509	0	45
96033897836_10156107203107837	2016-12-01T14:16:38+0000	4398	4	123
96033897836_10156105290697837	2016-12-01T00:19:18+0000	2658	0	107
96033897836_10156104412917837	2016-11-30T19:04:38+0000	1057	21	262
96033897836_10156101615417837	2016-11-29T22:53:26+0000	668	1	80
96033897836_10156101188387837	2016-11-29T21:00:49+0000	407	1	36
96033897836_10156101111272837	2016-11-29T20:26:28+0000	1533	1	156
96033897836_10156099752847837	2016-11-29T10:41:58+0000	3637	1	103
96033897836_10156087968187837	2016-11-25T19:20:45+0000	1106	3	96
96033897836_10156084582187837	2016-11-24T18:05:29+0000	421	4	34
96033897836_10156081347377837	2016-11-23T18:24:18+0000	1186	0	155
96033897836_10156075974417837	2016-11-22T01:53:00+0000	2145	5	208
96033897836_10156075946197837	2016-11-22T01:22:30+0000	499	1	45
96033897836_10156075064947837	2016-11-21T19:38:54+0000	542	1	40
96033897836_10156071498252837	2016-11-20T18:50:47+0000	495	3	47
96033897836_10156067986257837	2016-11-19T18:31:48+0000	3031	8	104
96033897836_10156065056777837	2016-11-18T22:13:53+0000	575	6	0
96033897836_10156064947677837	2016-11-18T21:43:33+0000	168	1	0
96033897836_10156064191522837	2016-11-18T17:30:41+0000	1301	2	233
96033897836_10156062254787837	2016-11-18T02:19:40+0000	1988	7	230
96033897836_10156057495542837	2016-11-16T20:06:22+0000	1044	3	154
96033897836_10156057484012837	2016-11-16T19:20:36+0000	1130	4	84
96033897836_10156056620612837	2016-11-16T13:48:52+0000	783	1	95
96033897836_10156048300752837	2016-11-14T17:43:56+0000	983	6	57
96033897836_10156043967497837	2016-11-13T14:44:30+0000	2812	2	331
96033897836_10156034656007837	2016-11-10T23:29:18+0000	1366	4	152
96033897836_10156034095137837	2016-11-10T20:35:45+0000	1296	3	144
96033897836_10156033327392837	2016-11-10T16:06:26+0000	1931	24	201
96033897836_10156033254887837	2016-11-10T15:38:05+0000	2005	31	315
96033897836_10156030954877837	2016-11-09T22:47:56+0000	2357	3	303
96033897836_10156027128402837	2016-11-09T00:51:37+0000	16000	62	2344
96033897836_10156025735547837	2016-11-08T17:08:05+0000	975	4	94
96033897836_10156023520187837	2016-11-08T02:33:00+0000	1023	1	95
96033897836_10156023521292837	2016-11-08T01:53:24+0000	17838	10	512
96033897836_10156015561592837	2016-11-05T20:43:11+0000	897	2	96
96033897836_10156011997642837	2016-11-04T21:04:54+0000	1047	8	120
96033897836_10156008785132837	2016-11-03T23:08:03+0000	2569	3	195
96033897836_10156008363102837	2016-11-03T21:14:14+0000	1269	2	91
96033897836_10156004479712837	2016-11-02T20:25:11+0000	3468	2	499
96033897836_10155999470857837	2016-11-01T14:12:15+0000	867	2	60
96033897836_10155995559692837	2016-10-31T15:14:22+0000	1635	3	158
96033897836_10155991829522837	2016-10-30T17:00:00+0000	475	1	150
96033897836_10155991818777837	2016-10-30T16:12:47+0000	749	2	33
96033897836_10155988148977837	2016-10-29T18:00:44+0000	2094	0	122
96033897836_10155988049382837	2016-10-29T17:25:52+0000	790	2	68
96033897836_10155984545222837	2016-10-28T19:40:54+0000	872	1	91
96033897836_10155984450102837	2016-10-28T19:06:38+0000	626	2	63
96033897836_10155982242262837	2016-10-28T02:55:49+0000	914	3	71
96033897836_10155982076477837	2016-10-28T01:41:46+0000	842	3	92
96033897836_10155980676092837	2016-10-27T16:55:22+0000	1225	1	65
96033897836_10155980486272837	2016-10-27T15:32:14+0000	977	1	151
96033897836_10155974180552837	2016-10-25T20:19:53+0000	1385	6	156
96033897836_10155973751947837	2016-10-25T17:31:37+0000	1019	2	57
96033897836_10155966478832837	2016-10-23T18:11:31+0000	687	0	48
96033897836_10155963718732837	2016-10-22T23:16:07+0000	904	5	84
96033897836_10155962497087837	2016-10-22T16:35:59+0000	2126	1	169
96033897836_10155959572007837	2016-10-21T21:05:57+0000	671	1	92
96033897836_10155959080287837	2016-10-21T17:55:03+0000	1207	1	126
96033897836_10155955097052837	2016-10-20T18:51:48+0000	880	1	146
96033897836_10155954992987837	2016-10-20T18:24:18+0000	567	0	0
96033897836_10155952139582837	2016-10-19T22:49:45+0000	665	0	145
96033897836_10155950770917837	2016-10-19T15:47:15+0000	246	2	0
96033897836_10155943231417837	2016-10-17T20:52:53+0000	1111	2	102
96033897836_10155941929412837	2016-10-17T14:38:08+0000	766	1	94
96033897836_10155937957927837	2016-10-16T17:18:42+0000	717	0	69
96033897836_10155934361472837	2016-10-15T22:09:26+0000	2686	2	892
96033897836_10155934331652837	2016-10-15T21:38:29+0000	1792	0	210
96033897836_10155928209722837	2016-10-14T20:04:26+0000	5121	5	829
96033897836_10155928428072837	2016-10-14T16:59:31+0000	1257	16	152
96033897836_10155924575237837	2016-10-13T20:54:36+0000	491	0	44
96033897836_10153729792497837	2016-10-13T20:50:50+0000	83059	186	3623
96033897836_10155921019547837	2016-10-12T22:45:20+0000	1894	0	163
96033897836_10155920891287837	2016-10-12T22:00:58+0000	4414	2	251
96033897836_10155917758382837	2016-10-12T01:52:40+0000	14995	9	216
96033897836_10155917753872837	2016-10-12T01:51:13+0000	185	0	0
96033897836_10155916791227837	2016-10-11T19:52:05+0000	1147	1	83
96033897836_10155915373342837	2016-10-11T12:49:21+0000	576	1	51
96033897836_10155913485257837	2016-10-10T22:07:00+0000	1296	0	118
96033897836_10155913439067837	2016-10-10T21:04:04+0000	1299	0	194
96033897836_10155912453687837	2016-10-10T15:12:05+0000	1547	0	104
96033897836_10155909607042837	2016-10-09T19:59:58+0000	386	0	56
96033897836_10155904979557837	2016-10-08T15:27:43+0000	482	1	32
96033897836_10155899256822837	2016-10-06T22:21:01+0000	1611	1	238
96033897836_10155898857342837	2016-10-06T20:07:57+0000	1151	0	120
96033897836_10155895135367837	2016-10-05T19:53:22+0000	1189	1	65
96033897836_10155892604582837	2016-10-05T02:45:03+0000	817	1	65
96033897836_10155892317052837	2016-10-05T00:40:28+0000	1663	2	203
96033897836_10155885897917837	2016-10-03T02:47:25+0000	11492	21	915
96033897836_10155884307322837	2016-10-02T16:54:21+0000	7819	30	666
96033897836_10155880814102837	2016-10-01T18:59:11+0000	1108	1	295
96033897836_10155877670482837	2016-09-30T21:00:31+0000	2002	1	99
96033897836_10155877608912837	2016-09-30T20:35:26+0000	1185	0	165
96033897836_10155874592442837	2016-09-29T22:32:20+0000	3682	2	206
96033897836_10155874522627837	2016-09-29T22:00:26+0000	562	1	56
96033897836_10155871105447837	2016-09-28T22:14:40+0000	2521	0	670
96033897836_10155869893622837	2016-09-28T14:35:51+0000	1027	2	175
96033897836_10155867680147837	2016-09-27T21:46:22+0000	457	0	33
96033897836_10155859534637837	2016-09-25T16:30:51+0000	1596	3	144
96033897836_10155857076042837	2016-09-24T23:42:00+0000	2258	7	85
96033897836_10155853876647837	2016-09-24T01:29:42+0000	1305	2	246
96033897836_10155853569697837	2016-09-23T22:50:54+0000	796	0	121
96033897836_10155848568372837	2016-09-22T14:43:35+0000	1149	0	77
96033897836_10155846920117837	2016-09-22T03:18:00+0000	399	0	24
96033897836_10155845940022837	2016-09-21T20:36:52+0000	1079	1	125
96033897836_10155845545772837	2016-09-21T17:57:53+0000	2166	15	165
96033897836_10155843267877837	2016-09-20T23:55:53+0000	518	1	17
96033897836_10155842704687837	2016-09-20T20:42:49+0000	967	2	103
96033897836_10155842544882837	2016-09-20T19:43:33+0000	466	2	21
96033897836_10155839513477837	2016-09-19T21:40:10+0000	585	2	67
96033897836_10155838649457837	2016-09-19T16:23:05+0000	1183	2	141
96033897836_10155836461487837	2016-09-19T00:14:44+0000	4232	1	426
96033897836_10155836216262837	2016-09-18T22:32:01+0000	793	1	35
