post_id	date	num_likes	num_angry	num_shares
96033897836_10154761471687837	2015-09-10T20:25:00+0000	1853	0	237
96033897836_10154761444912837	2015-09-10T19:54:10+0000	1073	0	82
96033897836_10154756684777837	2015-09-09T00:49:01+0000	1588	0	162
96033897836_10154756483757837	2015-09-08T22:47:54+0000	16624	0	163
96033897836_10154753711547837	2015-09-07T20:40:42+0000	1169	0	0
96033897836_10154753521912837	2015-09-07T19:24:51+0000	10030	0	1631
96033897836_10154751373622837	2015-09-06T21:52:44+0000	2396	0	191
96033897836_10154751230677837	2015-09-06T20:35:54+0000	1080	0	87
96033897836_10154751086047837	2015-09-06T19:29:47+0000	472	0	0
96033897836_10154748875702837	2015-09-05T22:14:43+0000	9467	0	346
96033897836_10154748625202837	2015-09-05T19:45:52+0000	612	0	0
96033897836_10154745613267837	2015-09-04T20:00:05+0000	2823	0	347
96033897836_10154743262682837	2015-09-03T23:32:50+0000	376	0	0
96033897836_10154743173472837	2015-09-03T23:00:45+0000	1422	0	218
96033897836_10154740561927837	2015-09-02T23:47:44+0000	614	0	72
96033897836_10154739370257837	2015-09-02T15:44:41+0000	2010	0	222
96033897836_10154737821097837	2015-09-02T00:27:38+0000	1459	0	127
96033897836_10154735325292837	2015-08-31T23:59:38+0000	7226	0	423
96033897836_10154734449512837	2015-08-31T18:54:47+0000	2700	0	213
96033897836_10154732576587837	2015-08-31T00:33:13+0000	2498	0	120
96033897836_10154730645082837	2015-08-30T13:00:01+0000	998	0	139
96033897836_10154729721287837	2015-08-29T23:12:11+0000	2396	0	111
96033897836_10154729658752837	2015-08-29T21:57:32+0000	478	0	0
96033897836_10154727075157837	2015-08-28T22:08:03+0000	2599	0	311
96033897836_10154726758732837	2015-08-28T19:53:38+0000	1401	0	104
96033897836_10154723992347837	2015-08-27T22:14:16+0000	9190	0	581
96033897836_10154721769342837	2015-08-27T02:38:50+0000	1609	0	185
96033897836_10154721399462837	2015-08-27T01:08:00+0000	6005	0	266
96033897836_10154721383847837	2015-08-27T00:36:42+0000	5315	0	835
96033897836_10154715447747837	2015-08-24T20:33:58+0000	692	0	0
96033897836_10154715409642837	2015-08-24T20:11:51+0000	863	0	87
96033897836_10154712797282837	2015-08-23T20:57:07+0000	1002	0	0
96033897836_10154710778552837	2015-08-23T01:30:01+0000	1336	0	88
96033897836_10154710698902837	2015-08-23T00:17:02+0000	1492	0	129
96033897836_10154707993022837	2015-08-22T01:10:00+0000	1398	0	74
96033897836_10154707968312837	2015-08-21T23:38:00+0000	1771	0	113
96033897836_10154707575792837	2015-08-21T20:30:30+0000	2143	0	194
96033897836_10154705177122837	2015-08-20T22:31:27+0000	1234	0	72
96033897836_10154704910192837	2015-08-20T20:13:36+0000	997	0	73
96033897836_10154704725202837	2015-08-20T19:15:00+0000	1131	0	103
96033897836_10154704691657837	2015-08-20T18:44:08+0000	1601	0	171
96033897836_10154702814022837	2015-08-20T02:04:52+0000	1722	0	128
96033897836_10154702767122837	2015-08-20T01:34:27+0000	1814	0	72
96033897836_10154702478382837	2015-08-19T22:43:42+0000	2769	0	386
96033897836_10154702393272837	2015-08-19T21:57:33+0000	1070	0	119
96033897836_10154699884902837	2015-08-18T21:35:39+0000	1487	0	125
96033897836_10154699822422837	2015-08-18T21:05:28+0000	2525	0	373
96033897836_10154697885067837	2015-08-18T01:15:47+0000	1242	0	47
96033897836_10154697298897837	2015-08-17T19:43:49+0000	2385	0	611
96033897836_10154695334402837	2015-08-16T23:42:39+0000	29750	0	2299
96033897836_10154692548517837	2015-08-15T22:23:00+0000	18315	0	2690
96033897836_10154692541372837	2015-08-15T21:07:03+0000	5488	0	297
96033897836_10154689577647837	2015-08-14T18:10:50+0000	3861	0	246
96033897836_10154687176387837	2015-08-13T19:26:36+0000	1838	0	160
96033897836_10154681451877837	2015-08-11T22:22:21+0000	2392	0	230
96033897836_10154681423777837	2015-08-11T22:04:06+0000	2600	0	367
96033897836_10154678857487837	2015-08-11T02:01:31+0000	9022	0	437
96033897836_10154674050317837	2015-08-09T21:54:54+0000	55493	0	656
96033897836_10154674047387837	2015-08-09T21:44:43+0000	44530	0	7841
96033897836_10154674024117837	2015-08-09T21:34:28+0000	1466	0	92
96033897836_10154671201217837	2015-08-08T22:49:11+0000	1759	0	132
96033897836_10154668221552837	2015-08-08T01:29:28+0000	1086	0	65
96033897836_10154665533022837	2015-08-07T01:54:16+0000	2829	0	180
96033897836_10154662771657837	2015-08-06T00:11:55+0000	2347	0	158
96033897836_10154662154057837	2015-08-05T19:49:00+0000	2081	0	176
96033897836_10154659619207837	2015-08-04T23:20:42+0000	2247	0	224
96033897836_10154656008607837	2015-08-03T16:24:55+0000	3168	0	258
96033897836_10154651529877837	2015-08-01T23:02:34+0000	1308	0	131
96033897836_10154648973652837	2015-08-01T01:23:51+0000	5148	0	475
96033897836_10154648222742837	2015-07-31T19:33:53+0000	2805	0	129
96033897836_10154648221407837	2015-07-31T19:13:16+0000	2409	0	195
96033897836_10154646659077837	2015-07-31T02:37:05+0000	5993	0	616
96033897836_10154646420717837	2015-07-31T00:09:59+0000	1445	0	0
96033897836_10154646407777837	2015-07-31T00:01:14+0000	6699	0	230
96033897836_10154643804282837	2015-07-30T00:25:00+0000	9155	0	255
96033897836_10154643788552837	2015-07-30T00:05:01+0000	4026	0	410
96033897836_10154643776802837	2015-07-29T23:36:46+0000	2852	0	177
96033897836_10154643330722837	2015-07-29T19:39:11+0000	3425	0	269
96033897836_10154642013062837	2015-07-29T02:42:33+0000	5200	0	387
96033897836_10154641998782837	2015-07-29T02:33:54+0000	2553	0	203
96033897836_10154641481222837	2015-07-28T22:32:24+0000	2836	0	292
96033897836_10154638514242837	2015-07-27T22:27:07+0000	2614	0	411
96033897836_10154634939807837	2015-07-26T19:08:24+0000	62245	0	990
96033897836_10154634402252837	2015-07-26T15:40:13+0000	9166	0	314
96033897836_10154629657727837	2015-07-25T22:56:19+0000	2337	0	142
96033897836_10154629558947837	2015-07-25T22:46:04+0000	1894	0	56
96033897836_10154626431502837	2015-07-25T00:20:30+0000	2905	0	255
96033897836_10154624280982837	2015-07-24T00:31:37+0000	2322	0	651
96033897836_10154623386202837	2015-07-23T15:51:42+0000	3618	0	135
96033897836_10154621801912837	2015-07-22T22:41:26+0000	3539	0	149
96033897836_10154619677922837	2015-07-22T02:31:07+0000	3636	0	342
96033897836_10154619417067837	2015-07-21T23:57:04+0000	2141	0	253
96033897836_10154616917317837	2015-07-21T01:54:46+0000	1651	0	384
96033897836_10154616170292837	2015-07-20T18:37:05+0000	3448	0	339
96033897836_10154612305362837	2015-07-19T21:23:32+0000	6759	0	414
96033897836_10154608122717837	2015-07-19T00:10:27+0000	17691	0	964
96033897836_10154606847347837	2015-07-18T18:01:17+0000	3630	0	168
96033897836_10154603861367837	2015-07-17T20:09:42+0000	2740	0	226
96033897836_10154603798312837	2015-07-17T19:34:29+0000	1390	0	55
96033897836_10154601929877837	2015-07-17T01:53:08+0000	2339	0	149
96033897836_10154601737287837	2015-07-17T00:21:19+0000	1505	0	119
96033897836_10154601678537837	2015-07-16T23:44:42+0000	1628	0	271
96033897836_10154599216432837	2015-07-16T01:43:00+0000	1899	0	196
96033897836_10154599111212837	2015-07-15T22:49:44+0000	7194	0	783
96033897836_10154598964702837	2015-07-15T21:17:20+0000	2194	0	100
96033897836_10154598914387837	2015-07-15T20:42:47+0000	5265	0	540
96033897836_10154597035812837	2015-07-15T00:42:39+0000	3779	0	254
96033897836_10154594786277837	2015-07-14T01:53:47+0000	8075	0	611
96033897836_10154594347342837	2015-07-13T21:35:15+0000	2766	0	226
96033897836_10154594161667837	2015-07-13T20:11:31+0000	3406	0	163
96033897836_10154591991982837	2015-07-12T22:00:11+0000	112992	0	2140
96033897836_10154588551612837	2015-07-11T12:44:52+0000	1752	0	174
96033897836_10154587280072837	2015-07-10T22:19:59+0000	3420	0	249
96033897836_10154587253602837	2015-07-10T22:10:21+0000	2779	0	192
96033897836_10154584423842837	2015-07-09T22:47:05+0000	2846	0	0
96033897836_10154584128667837	2015-07-09T20:19:16+0000	9180	0	1024
96033897836_10154581736657837	2015-07-08T22:21:19+0000	2499	0	128
96033897836_10154581246062837	2015-07-08T18:55:02+0000	2284	0	140
96033897836_10154579574442837	2015-07-08T01:15:56+0000	2019	0	129
96033897836_10154579204777837	2015-07-07T21:47:54+0000	2280	0	211
96033897836_10154576317467837	2015-07-06T22:35:00+0000	4071	0	134
96033897836_10154575458562837	2015-07-06T19:40:08+0000	1637	0	46
96033897836_10154575429952837	2015-07-06T19:02:38+0000	2368	0	192
96033897836_10154571818007837	2015-07-05T22:14:22+0000	7250	0	686
96033897836_10154566701057837	2015-07-04T22:26:27+0000	3586	0	422
96033897836_10154566638542837	2015-07-04T21:57:48+0000	3231	0	265
96033897836_10154566412382837	2015-07-04T21:04:52+0000	2110	0	215
96033897836_10154563719187837	2015-07-04T00:39:53+0000	1481	0	239
96033897836_10154563586197837	2015-07-03T23:09:55+0000	12070	0	0
96033897836_10154561213132837	2015-07-02T23:45:59+0000	3765	0	187
96033897836_10154561191787837	2015-07-02T23:24:20+0000	2359	0	146
96033897836_10154560682412837	2015-07-02T18:42:08+0000	8905	0	669
96033897836_10154557883407837	2015-07-01T20:07:27+0000	906	0	0
96033897836_10154557616822837	2015-07-01T18:05:14+0000	14105	0	2868
96033897836_10154555566737837	2015-07-01T02:28:08+0000	3665	0	226
96033897836_10154551569977837	2015-06-29T18:42:49+0000	2790	0	287
96033897836_10154548937412837	2015-06-28T19:30:00+0000	2046	0	109
96033897836_10154548925767837	2015-06-28T19:15:02+0000	8151	0	1476
96033897836_10154543629147837	2015-06-26T19:51:00+0000	2626	0	416
96033897836_10154543621297837	2015-06-26T19:34:52+0000	4112	0	353
96033897836_10154541616612837	2015-06-26T00:24:59+0000	3803	0	399
96033897836_10154540924207837	2015-06-25T20:19:28+0000	75904	0	0
96033897836_10154540587632837	2015-06-25T17:47:10+0000	2877	0	248
96033897836_10154538676842837	2015-06-24T23:08:57+0000	3087	0	280
96033897836_10154538228782837	2015-06-24T20:01:55+0000	3536	0	406
96033897836_10154538092972837	2015-06-24T19:42:23+0000	4006	0	647
96033897836_10154535619107837	2015-06-23T23:55:00+0000	1187	0	147
96033897836_10154535617847837	2015-06-23T23:35:00+0000	1834	0	160
96033897836_10154535619857837	2015-06-23T23:15:01+0000	8267	0	1005
96033897836_10154535592442837	2015-06-23T22:50:51+0000	2719	0	272
96033897836_10154532379252837	2015-06-22T23:12:39+0000	3434	0	210
96033897836_10154531961902837	2015-06-22T21:02:52+0000	24980	0	1996
96033897836_10154525108287837	2015-06-20T20:40:42+0000	2583	0	171
96033897836_10154524622192837	2015-06-20T18:29:09+0000	24966	0	1062
96033897836_10154524727662837	2015-06-20T18:12:42+0000	4736	0	364
96033897836_10154521941352837	2015-06-19T21:14:37+0000	3336	0	322
96033897836_10154521541547837	2015-06-19T18:17:46+0000	2741	0	263
96033897836_10154519310462837	2015-06-19T00:20:01+0000	24642	0	1693
96033897836_10154519297507837	2015-06-18T23:49:09+0000	2227	0	51
96033897836_10154519026542837	2015-06-18T22:06:49+0000	1668	4	92
96033897836_10154518404317837	2015-06-18T18:45:04+0000	11587	0	193
96033897836_10154518296157837	2015-06-18T17:53:30+0000	2460	0	86
96033897836_10154516281457837	2015-06-18T00:46:33+0000	3536	0	916
96033897836_10154513239407837	2015-06-17T01:36:16+0000	2296	0	189
96033897836_10154513143557837	2015-06-17T01:11:21+0000	3823	0	74
96033897836_10154513131182837	2015-06-17T00:59:12+0000	3344	0	389
96033897836_10154512770832837	2015-06-16T21:50:45+0000	1370	0	82
96033897836_10154511571847837	2015-06-16T12:22:26+0000	3100	0	404
96033897836_10154510514062837	2015-06-15T22:54:44+0000	3214	0	332
96033897836_10154510172612837	2015-06-15T20:29:34+0000	6886	0	1476
96033897836_10154510093942837	2015-06-15T20:02:34+0000	2702	0	87
96033897836_10154504701982837	2015-06-13T21:29:55+0000	4176	0	310
96033897836_10154504553867837	2015-06-13T20:14:04+0000	5466	0	591
96033897836_10154504522027837	2015-06-13T19:50:35+0000	2935	0	143
96033897836_10154502267677837	2015-06-13T00:32:27+0000	85232	0	990
96033897836_10154502157547837	2015-06-12T23:23:28+0000	5622	0	571
96033897836_10154499216772837	2015-06-12T02:01:05+0000	1822	0	110
96033897836_10154498733887837	2015-06-11T23:38:41+0000	2279	0	145
96033897836_10154494143237837	2015-06-10T12:00:20+0000	1513	0	369
96033897836_10154492983902837	2015-06-10T00:46:01+0000	1689	0	116
96033897836_10154492679702837	2015-06-09T22:27:12+0000	2403	0	171
96033897836_10154490489892837	2015-06-09T03:00:25+0000	2184	0	301
96033897836_10154489686037837	2015-06-08T20:22:59+0000	2227	0	122
96033897836_10154489219932837	2015-06-08T16:43:41+0000	3963	0	397
96033897836_10154487421632837	2015-06-07T22:04:55+0000	3003	0	271
96033897836_10154487100727837	2015-06-07T19:46:25+0000	1903	0	140
96033897836_10154480880012837	2015-06-04T21:14:08+0000	19857	0	2101
96033897836_10154479054347837	2015-06-03T23:50:07+0000	3467	0	277
96033897836_10154478926617837	2015-06-03T22:36:02+0000	5641	0	268
96033897836_10154478923812837	2015-06-03T22:21:23+0000	5493	0	582
96033897836_10154476559392837	2015-06-02T20:17:34+0000	6464	0	789
96033897836_10154473599092837	2015-06-01T22:38:58+0000	3788	0	396
96033897836_10154472491337837	2015-06-01T18:58:11+0000	2813	0	293
96033897836_10154463591927837	2015-05-31T21:55:41+0000	3296	0	0
96033897836_10154462239797837	2015-05-31T17:49:27+0000	10919	0	1062
96033897836_10154459524552837	2015-05-30T22:17:00+0000	4443	0	231
96033897836_10154459519182837	2015-05-30T22:03:20+0000	3629	0	236
96033897836_10154457744527837	2015-05-30T02:17:03+0000	1678	0	152
96033897836_10154457452927837	2015-05-29T22:11:22+0000	3098	0	199
96033897836_10154455144237837	2015-05-28T22:03:29+0000	1414	0	225
96033897836_10154455069487837	2015-05-28T21:18:17+0000	3137	0	438
96033897836_10154451742542837	2015-05-27T20:40:07+0000	12670	0	1243
96033897836_10154451400772837	2015-05-27T19:36:57+0000	2700	0	323
96033897836_10154440346717837	2015-05-25T22:41:10+0000	3237	0	427
96033897836_10154440077062837	2015-05-25T21:19:01+0000	4191	0	375
96033897836_10154436339477837	2015-05-24T21:43:30+0000	1839	0	142
96033897836_10154429142162837	2015-05-23T02:44:20+0000	2532	0	249
96033897836_10154429096757837	2015-05-23T02:30:01+0000	1826	0	322
96033897836_10154428066512837	2015-05-22T19:23:27+0000	6857	0	429
96033897836_10154424742742837	2015-05-21T22:42:23+0000	2220	0	240
96033897836_10154424231787837	2015-05-21T19:32:28+0000	2847	0	264
96033897836_10154421444097837	2015-05-21T02:00:32+0000	4006	0	311
96033897836_10154417435382837	2015-05-19T23:58:31+0000	4372	0	383
96033897836_10154417419267837	2015-05-19T23:09:54+0000	4614	0	344
96033897836_10154411736427837	2015-05-19T00:59:05+0000	3278	0	295
96033897836_10154411365952837	2015-05-18T22:05:41+0000	1203	0	0
96033897836_10154407579457837	2015-05-17T21:04:01+0000	2589	0	257
96033897836_10154404127982837	2015-05-16T21:54:32+0000	5329	0	239
96033897836_10154398578002837	2015-05-14T20:38:00+0000	1364	0	160
96033897836_10154396236662837	2015-05-13T22:57:39+0000	3666	0	285
96033897836_10154393471437837	2015-05-12T20:42:04+0000	5156	0	453
96033897836_10154391153227837	2015-05-11T20:52:19+0000	2212	0	43
96033897836_10154387861507837	2015-05-10T17:15:54+0000	20134	0	235
96033897836_10154387860807837	2015-05-10T16:14:57+0000	3446	0	176
96033897836_10154386208652837	2015-05-09T22:23:59+0000	110356	0	2113
96033897836_10154384365242837	2015-05-09T01:28:17+0000	13547	0	615
96033897836_10154384351652837	2015-05-09T01:17:39+0000	2225	0	117
96033897836_10154384221972837	2015-05-08T23:37:11+0000	2931	0	164
96033897836_10154382271857837	2015-05-08T00:50:11+0000	2476	0	168
96033897836_10154380437052837	2015-05-07T01:19:06+0000	8050	0	1819
96033897836_10154380394687837	2015-05-07T00:47:20+0000	725	0	53
96033897836_10154380276467837	2015-05-06T23:23:59+0000	3284	0	209
96033897836_10154380220422837	2015-05-06T22:43:21+0000	6890	0	1796
96033897836_10154378357352837	2015-05-05T23:02:45+0000	5661	0	918
96033897836_10154376246042837	2015-05-05T00:50:01+0000	4510	0	178
96033897836_10154375991962837	2015-05-04T21:49:59+0000	4172	0	195
96033897836_10154373825107837	2015-05-03T21:34:15+0000	1327	0	0
96033897836_10154371846447837	2015-05-03T01:32:04+0000	10094	0	552
96033897836_10154371205637837	2015-05-02T19:23:21+0000	1727	0	0
96033897836_10154367048532837	2015-05-01T00:13:09+0000	5491	0	253
96033897836_10154366342857837	2015-04-30T17:52:25+0000	6425	0	600
96033897836_10154364212552837	2015-04-29T23:15:48+0000	3208	0	242
96033897836_10154361031032837	2015-04-28T23:23:17+0000	1705	0	144
96033897836_10154358199877837	2015-04-28T01:25:56+0000	5479	0	358
96033897836_10154358106682837	2015-04-28T00:40:47+0000	5118	0	354
96033897836_10154352045517837	2015-04-25T23:17:24+0000	7307	0	0
96033897836_10154351997222837	2015-04-25T22:51:41+0000	1662	0	0
96033897836_10154351368072837	2015-04-25T18:09:11+0000	6667	0	222
96033897836_10154351317282837	2015-04-25T17:45:32+0000	5320	0	227
96033897836_10154349034992837	2015-04-24T22:55:33+0000	3226	0	207
96033897836_10154346576062837	2015-04-24T02:17:05+0000	1258	0	219
96033897836_10154346392352837	2015-04-24T01:15:13+0000	5872	0	462
96033897836_10154343355757837	2015-04-22T23:19:18+0000	5779	0	304
96033897836_10154339538962837	2015-04-21T18:37:34+0000	16911	0	0
96033897836_10154333983822837	2015-04-19T22:17:03+0000	1628	0	0
96033897836_10154333959197837	2015-04-19T22:06:33+0000	5262	0	2157
96033897836_10154330718617837	2015-04-18T21:40:01+0000	7716	0	357
96033897836_10154330034537837	2015-04-18T18:37:56+0000	8940	0	289
96033897836_10154330012177837	2015-04-18T18:31:02+0000	4314	0	130
96033897836_10154327363407837	2015-04-17T20:18:06+0000	42808	0	984
96033897836_10154327338167837	2015-04-17T20:07:39+0000	6894	0	561
96033897836_10154325016757837	2015-04-17T01:05:48+0000	3006	0	212
96033897836_10154324992307837	2015-04-17T00:56:39+0000	6144	0	457
96033897836_10154324974227837	2015-04-17T00:46:48+0000	6059	0	443
96033897836_10154324539647837	2015-04-16T21:14:24+0000	8387	0	617
96033897836_10154323990972837	2015-04-16T17:15:55+0000	6450	0	508
96033897836_10154321957152837	2015-04-15T23:39:11+0000	10109	0	717
96033897836_10154318633582837	2015-04-14T19:55:12+0000	61199	0	3080
96033897836_10154315504287837	2015-04-13T19:22:12+0000	16370	0	1275
96033897836_10154301728062837	2015-04-09T02:08:31+0000	615254	0	19956
96033897836_10154284069777837	2015-04-02T22:44:12+0000	18864	0	478
96033897836_10154284049307837	2015-04-02T22:34:06+0000	9131	0	513
96033897836_10154281044127837	2015-04-01T19:28:50+0000	3216	0	1561
96033897836_10154278517492837	2015-03-31T22:53:40+0000	2484	0	185
96033897836_10154275681182837	2015-03-30T22:45:49+0000	3321	0	319
96033897836_10154272346087837	2015-03-29T18:59:08+0000	3898	0	261
96033897836_10154270154717837	2015-03-28T23:01:51+0000	2295	0	164
96033897836_10154267635262837	2015-03-28T01:09:25+0000	3553	0	415
96033897836_10154265087402837	2015-03-27T02:09:09+0000	8171	0	1288
96033897836_10154264457387837	2015-03-26T22:14:04+0000	1353	0	158
96033897836_10154264158747837	2015-03-26T20:14:11+0000	3507	0	201
96033897836_10154261772712837	2015-03-25T23:35:01+0000	36388	0	2268
96033897836_10154261707072837	2015-03-25T23:05:00+0000	1734	0	105
96033897836_10154261624727837	2015-03-25T22:24:24+0000	6619	0	0
96033897836_10154258671907837	2015-03-24T21:01:41+0000	2702	0	110
96033897836_10154252613602837	2015-03-22T18:00:27+0000	3012	0	260
96033897836_10154249434007837	2015-03-21T16:06:42+0000	2790	0	145
96033897836_10154247634377837	2015-03-20T21:51:42+0000	3326	0	323
96033897836_10154244884132837	2015-03-20T00:19:00+0000	1058	0	126
96033897836_10154244838332837	2015-03-19T23:55:02+0000	7692	0	797
96033897836_10154244779792837	2015-03-19T23:21:42+0000	2685	0	86
96033897836_10154242362862837	2015-03-19T02:06:18+0000	4127	0	359
96033897836_10154241798587837	2015-03-18T22:04:24+0000	836	0	0
96033897836_10154239156882837	2015-03-17T23:17:20+0000	3593	0	218
96033897836_10154238644267837	2015-03-17T19:42:34+0000	12799	0	1103
96033897836_10154236519397837	2015-03-17T01:12:02+0000	49277	0	1060
96033897836_10154233006712837	2015-03-15T22:33:53+0000	45598	0	2562
96033897836_10154231791442837	2015-03-15T15:38:08+0000	3671	0	193
96033897836_10154229018642837	2015-03-14T18:45:25+0000	4256	0	264
96033897836_10154226954752837	2015-03-14T00:55:48+0000	5093	0	381
96033897836_10154226378477837	2015-03-13T20:36:52+0000	2445	0	180
96033897836_10154223686722837	2015-03-12T22:27:29+0000	7694	0	1201
96033897836_10154220225302837	2015-03-11T19:41:39+0000	2358	0	266
96033897836_10154215030582837	2015-03-09T19:39:09+0000	5667	0	417
96033897836_10154214041117837	2015-03-09T11:20:30+0000	6824	0	418
96033897836_10154212628672837	2015-03-08T21:24:30+0000	18506	0	507
96033897836_10154212603782837	2015-03-08T21:13:18+0000	3766	0	169
96033897836_10154209039492837	2015-03-07T18:27:44+0000	7204	0	798
96033897836_10154206133337837	2015-03-06T21:23:41+0000	17070	0	1308
96033897836_10154205740987837	2015-03-06T19:25:23+0000	5031	0	956
96033897836_10154201022487837	2015-03-05T02:15:46+0000	3214	0	126
96033897836_10154200427057837	2015-03-04T20:34:45+0000	965	0	107
96033897836_10154200305282837	2015-03-04T19:27:26+0000	2413	0	109
96033897836_10154198047097837	2015-03-03T23:16:47+0000	2490	0	305
96033897836_10154197644197837	2015-03-03T20:26:11+0000	2943	0	179
96033897836_10154191730587837	2015-03-01T19:36:16+0000	3562	0	252
96033897836_10154189030397837	2015-02-28T17:54:26+0000	4124	0	443
96033897836_10154187107882837	2015-02-27T22:33:00+0000	2803	0	266
96033897836_10154186757212837	2015-02-27T19:29:03+0000	3926	0	396
96033897836_10154185029527837	2015-02-27T02:22:23+0000	2752	0	218
96033897836_10154183921362837	2015-02-26T16:51:03+0000	1753	0	117
96033897836_10154182078402837	2015-02-25T22:44:06+0000	3976	0	346
96033897836_10154182055937837	2015-02-25T22:33:51+0000	4224	0	333
96033897836_10154178895037837	2015-02-24T19:33:13+0000	5293	0	446
96033897836_10154170324037837	2015-02-21T19:08:13+0000	3997	0	384
96033897836_10154170307907837	2015-02-21T19:01:38+0000	5170	0	372
96033897836_10154167813862837	2015-02-20T21:04:14+0000	3811	0	331
96033897836_10154167795442837	2015-02-20T20:53:42+0000	11169	0	1352
96033897836_10154163788432837	2015-02-19T16:16:54+0000	11221	0	3142
96033897836_10154161887172837	2015-02-18T23:36:34+0000	2093	0	137
96033897836_10154161456632837	2015-02-18T20:01:44+0000	2068	0	516
96033897836_10154158999617837	2015-02-17T22:22:01+0000	3328	0	456
96033897836_10154158975892837	2015-02-17T22:11:18+0000	5723	0	177
96033897836_10154153298967837	2015-02-15T19:57:32+0000	5260	3	125
96033897836_10154150891692837	2015-02-14T22:07:10+0000	2273	0	137
96033897836_10154150859117837	2015-02-14T21:52:35+0000	7314	0	702
96033897836_10154147313397837	2015-02-13T15:32:43+0000	4974	0	410
96033897836_10154140886777837	2015-02-10T22:50:00+0000	3324	0	206
96033897836_10154140862872837	2015-02-10T22:25:00+0000	3886	0	242
96033897836_10154137853392837	2015-02-09T21:22:40+0000	3306	0	0
96033897836_10154137457672837	2015-02-09T18:37:05+0000	3255	0	326
96033897836_10154132357712837	2015-02-08T00:55:49+0000	5280	0	344
96033897836_10154132304702837	2015-02-08T00:25:10+0000	4047	0	259
96033897836_10154132227922837	2015-02-08T00:03:38+0000	4217	0	372
96033897836_10154129180617837	2015-02-06T23:13:05+0000	3773	0	251
96033897836_10154123274192837	2015-02-04T23:20:01+0000	3376	0	332
96033897836_10154123162992837	2015-02-04T22:50:00+0000	3480	0	286
96033897836_10154121138857837	2015-02-04T00:50:46+0000	2312	0	211
96033897836_10154120595347837	2015-02-03T19:40:42+0000	4630	0	773
96033897836_10154118161132837	2015-02-02T21:39:27+0000	3285	0	220
96033897836_10154115217032837	2015-02-01T19:43:10+0000	1849	0	224
96033897836_10154112960277837	2015-02-01T00:13:35+0000	4058	0	284
96033897836_10154112372382837	2015-01-31T21:05:54+0000	6743	0	628
96033897836_10154109834582837	2015-01-31T01:11:15+0000	4374	0	461
96033897836_10154106452532837	2015-01-30T00:51:42+0000	5813	0	608
96033897836_10154106418807837	2015-01-30T00:33:53+0000	8450	0	1010
96033897836_10154101181627837	2015-01-27T21:03:27+0000	8521	0	1123
96033897836_10154098550452837	2015-01-26T20:07:30+0000	7274	0	602
96033897836_10154098323672837	2015-01-26T18:26:01+0000	7342	0	516
96033897836_10154095881717837	2015-01-25T18:23:10+0000	61581	0	811
96033897836_10154095861817837	2015-01-25T18:12:51+0000	14000	0	1162
96033897836_10154093761602837	2015-01-24T21:43:50+0000	5425	0	327
96033897836_10154093580497837	2015-01-24T20:15:42+0000	6486	0	493
96033897836_10154093563297837	2015-01-24T20:05:43+0000	4389	0	323
96033897836_10154091545742837	2015-01-23T23:05:24+0000	4705	0	241
96033897836_10154088930172837	2015-01-22T22:06:36+0000	3739	0	165
96033897836_10154087829542837	2015-01-22T14:48:09+0000	1650	0	62
96033897836_10154086023962837	2015-01-21T20:13:37+0000	3003	0	286
96033897836_10154085798352837	2015-01-21T18:15:53+0000	6025	0	520
96033897836_10154083760082837	2015-01-20T21:39:08+0000	4741	0	438
96033897836_10154083676442837	2015-01-20T20:50:49+0000	3588	0	392
96033897836_10154080600567837	2015-01-19T18:22:07+0000	14622	0	494
96033897836_10154077664897837	2015-01-18T17:36:30+0000	10512	0	3441
96033897836_10154075809907837	2015-01-17T22:32:36+0000	4353	0	196
96033897836_10154073587977837	2015-01-16T23:12:36+0000	8357	0	264
96033897836_10154073006472837	2015-01-16T17:58:04+0000	9533	0	661
96033897836_10154063284992837	2015-01-12T21:09:27+0000	5458	0	415
96033897836_10154062742472837	2015-01-12T18:00:10+0000	5991	0	539
96033897836_10154058333512837	2015-01-10T22:31:51+0000	6486	0	586
96033897836_10154055406542837	2015-01-09T18:15:45+0000	2797	0	226
96033897836_10154055381647837	2015-01-09T18:05:40+0000	4976	0	284
96033897836_10154055336717837	2015-01-09T17:54:53+0000	4541	0	311
96033897836_10154053801247837	2015-01-09T00:51:55+0000	4673	0	970
96033897836_10154051148142837	2015-01-08T00:00:02+0000	4918	0	482
96033897836_10154051125777837	2015-01-07T23:44:59+0000	5970	0	434
96033897836_10154050019247837	2015-01-07T16:32:59+0000	8589	0	277
96033897836_10154048336892837	2015-01-06T21:39:33+0000	1997	0	239
96033897836_10154043473472837	2015-01-06T00:39:35+0000	11095	0	655
96033897836_10154042317082837	2015-01-05T21:29:10+0000	6527	0	1428
96033897836_10154032650617837	2015-01-04T19:53:59+0000	8645	0	799
96033897836_10154024663667837	2015-01-03T21:01:40+0000	3363	0	327
96033897836_10154018651772837	2015-01-02T22:19:44+0000	4695	3	88
96033897836_10154017337297837	2015-01-02T17:18:18+0000	10667	0	974
96033897836_10154011600892837	2015-01-01T21:29:58+0000	14049	0	906
96033897836_10154011478792837	2015-01-01T21:15:06+0000	16466	0	751
96033897836_10154008577472837	2015-01-01T11:38:56+0000	31822	0	819
96033897836_10154005213687837	2014-12-31T20:31:48+0000	3773	0	157
96033897836_10153982329537837	2014-12-25T14:03:13+0000	61499	0	1284
